collision,tailgating,unsafe_lane_change,lane_changes,speed,steps,tailgating_rate,unsafe_lane_change_rate,safety_violation_score,model,success_rate
0.0,0.3,0.0,0.0,20.032102297402385,30.0,0.1133333333333333,0.0,0.1133333333333333,Baseline (λ=0.0),1.0
0.0,0.3,0.0,0.0,20.032102297402385,30.0,0.1133333333333333,0.0,0.1133333333333333,λ=0.1,1.0
0.0,0.3,0.0,0.0,20.032102297402385,30.0,0.11333333333333334,0.0,0.11333333333333334,λ=0.5,1.0
0.0,0.3,0.0,0.0,20.032102297402385,30.0,0.11333333333333334,0.0,0.11333333333333334,λ=1.0,1.0
0.0,0.3,0.0,0.0,20.032102297402385,30.0,0.11333333333333334,0.0,0.11333333333333334,λ=2.0,1.0
