collision_rate,success_rate,avg_reward,avg_original_reward,avg_speed,avg_survival_time,tailgating_rate,unsafe_lane_change_rate,overspeed_rate
0.03,0.97,5.621681837921407,20.621681837921404,20.014895896051407,29.65,0.10016666666666665,0.0,0.0
