episode,reward,original_reward,steps,crashed,avg_speed,collision_count,tailgating_count,unsafe_lane_change_count,overspeed_count
0,20.02568183792191,20.02568183792191,30,False,20.032102297402385,0,0,0,0
1,21.025681837921898,21.025681837921898,30,False,20.032102297402385,0,0,0,0
2,22.02568183792192,22.02568183792192,30,False,20.032102297402385,0,0,0,0
3,21.025681837921898,21.025681837921898,30,False,20.032102297402385,0,0,0,0
4,-52.974318162078085,22.02568183792192,30,False,20.032102297402385,0,30,0,0
5,12.525681837921905,20.02568183792191,30,False,20.032102297402385,0,3,0,0
6,22.02568183792192,22.02568183792192,30,False,20.032102297402385,0,0,0,0
7,21.025681837921898,21.025681837921898,30,False,20.032102297402385,0,0,0,0
8,13.525681837921901,21.025681837921898,30,False,20.032102297402385,0,3,0,0
9,20.02568183792191,20.02568183792191,30,False,20.032102297402385,0,0,0,0
10,-35.14098482879484,7.359015171205156,12,True,19.50708907686132,1,7,0,0
11,20.02568183792191,20.02568183792191,30,False,20.032102297402385,0,0,0,0
12,-52.974318162078085,22.02568183792192,30,False,20.032102297402385,0,30,0,0
13,-18.974318162078102,21.025681837921898,30,False,20.032102297402385,0,16,0,0
14,21.025681837921898,21.025681837921898,30,False,20.032102297402385,0,0,0,0
15,21.025681837921898,21.025681837921898,30,False,20.032102297402385,0,0,0,0
16,7.525681837921911,20.02568183792191,30,False,20.032102297402385,0,5,0,0
17,21.025681837921898,21.025681837921898,30,False,20.032102297402385,0,0,0,0
18,21.025681837921898,21.025681837921898,30,False,20.032102297402385,0,0,0,0
19,22.02568183792192,22.02568183792192,30,False,20.032102297402385,0,0,0,0
20,21.025681837921898,21.025681837921898,30,False,20.032102297402385,0,0,0,0
21,16.0256818379219,21.025681837921898,30,False,20.032102297402385,0,2,0,0
22,21.025681837921898,21.025681837921898,30,False,20.032102297402385,0,0,0,0
23,21.025681837921898,21.025681837921898,30,False,20.032102297402385,0,0,0,0
24,17.525681837921905,20.02568183792191,30,False,20.032102297402385,0,1,0,0
25,14.525681837921914,22.02568183792192,30,False,20.032102297402385,0,3,0,0
26,21.025681837921898,21.025681837921898,30,False,20.032102297402385,0,0,0,0
27,-21.4743181620781,21.025681837921898,30,False,20.032102297402385,0,17,0,0
28,5.025681837921909,20.02568183792191,30,False,20.032102297402385,0,6,0,0
29,21.025681837921898,21.025681837921898,30,False,20.032102297402385,0,0,0,0
30,22.02568183792192,22.02568183792192,30,False,20.032102297402385,0,0,0,0
31,20.02568183792191,20.02568183792191,30,False,20.032102297402385,0,0,0,0
32,20.02568183792191,20.02568183792191,30,False,20.032102297402385,0,0,0,0
33,18.525681837921898,21.025681837921898,30,False,20.032102297402385,0,1,0,0
34,22.02568183792192,22.02568183792192,30,False,20.032102297402385,0,0,0,0
35,-7.4743181620780925,20.02568183792191,30,False,20.032102297402385,0,11,0,0
36,22.02568183792192,22.02568183792192,30,False,20.032102297402385,0,0,0,0
37,22.02568183792192,22.02568183792192,30,False,20.032102297402385,0,0,0,0
38,21.025681837921898,21.025681837921898,30,False,20.032102297402385,0,0,0,0
39,-38.60765149541952,8.892348504580484,13,True,19.353222224782442,1,9,0,0
