model,lambda,seed,episode,reward,original_reward,collision,success,tailgating_count,tailgating_rate,unsafe_lane_change_count,unsafe_lane_change_rate,lane_changes,speed,survival_time,safety_violation_score
Safe PPO,2.0,42,18,-279.97431816207813,20.02568183792191,0,1,30,1.0,0,0.0,0,20.032102297402385,30,1.0
Safe PPO,2.0,42,19,-28.974318162078067,21.025681837921898,0,1,5,0.16666666666666666,0,0.0,0,20.032102297402385,30,0.16666666666666666
Safe PPO,2.0,123,0,20.02568183792191,20.02568183792191,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,123,1,22.02568183792192,22.02568183792192,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,123,2,21.025681837921898,21.025681837921898,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,123,3,20.02568183792191,20.02568183792191,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,123,4,21.025681837921898,21.025681837921898,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,123,5,22.02568183792192,22.02568183792192,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,123,6,1.0256818379219048,21.025681837921898,0,1,2,0.06666666666666667,0,0.0,0,20.032102297402385,30,0.06666666666666667
Safe PPO,2.0,123,7,-213.04098482874474,16.959015171255245,1,0,13,0.5416666666666666,0,0.0,0,19.698869538419647,24,10.541666666666666
Safe PPO,2.0,123,8,-248.97431816207825,21.025681837921898,0,1,27,0.9,0,0.0,0,20.032102297402385,30,0.9
Safe PPO,2.0,123,9,22.02568183792192,22.02568183792192,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,123,10,21.025681837921898,21.025681837921898,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,123,11,-267.9743181620779,22.02568183792192,0,1,29,0.9666666666666667,0,0.0,0,20.032102297402385,30,0.9666666666666667
Safe PPO,2.0,123,12,11.025681837921905,21.025681837921898,0,1,1,0.03333333333333333,0,0.0,0,20.032102297402385,30,0.03333333333333333
Safe PPO,2.0,123,13,22.02568183792192,22.02568183792192,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,123,14,21.025681837921898,21.025681837921898,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,123,15,11.025681837921905,21.025681837921898,0,1,1,0.03333333333333333,0,0.0,0,20.032102297402385,30,0.03333333333333333
Safe PPO,2.0,123,16,-248.97431816207825,21.025681837921898,0,1,27,0.9,0,0.0,0,20.032102297402385,30,0.9
Safe PPO,2.0,123,17,21.025681837921898,21.025681837921898,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,123,18,21.025681837921898,21.025681837921898,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,123,19,-279.97431816207813,20.02568183792191,0,1,30,1.0,0,0.0,0,20.032102297402385,30,1.0
Safe PPO,2.0,456,0,21.025681837921898,21.025681837921898,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,456,1,20.02568183792191,20.02568183792191,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,456,2,20.02568183792191,20.02568183792191,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,456,3,21.025681837921898,21.025681837921898,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,456,4,-29.974318162078106,20.02568183792191,0,1,5,0.16666666666666666,0,0.0,0,20.032102297402385,30,0.16666666666666666
Safe PPO,2.0,456,5,-277.9743181620779,22.02568183792192,0,1,30,1.0,0,0.0,0,20.032102297402385,30,1.0
Safe PPO,2.0,456,6,21.025681837921898,21.025681837921898,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,456,7,12.02568183792191,22.02568183792192,0,1,1,0.03333333333333333,0,0.0,0,20.032102297402385,30,0.03333333333333333
Safe PPO,2.0,456,8,20.02568183792191,20.02568183792191,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,456,9,20.02568183792191,20.02568183792191,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,456,10,21.025681837921898,21.025681837921898,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,456,11,20.02568183792191,20.02568183792191,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,456,12,20.02568183792191,20.02568183792191,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,456,13,20.02568183792191,20.02568183792191,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,456,14,-157.97431816207802,22.02568183792192,0,1,18,0.6,0,0.0,0,20.032102297402385,30,0.6
Safe PPO,2.0,456,15,20.02568183792191,20.02568183792191,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,456,16,20.02568183792191,20.02568183792191,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,456,17,-178.64098482874476,11.359015171255237,1,0,9,0.5,0,0.0,0,19.37285992789286,18,10.5
Safe PPO,2.0,456,18,20.02568183792191,20.02568183792191,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,456,19,21.025681837921898,21.025681837921898,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,789,0,21.025681837921898,21.025681837921898,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,789,1,20.02568183792191,20.02568183792191,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,789,2,20.02568183792191,20.02568183792191,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,789,3,-97.97431816207808,22.02568183792192,0,1,12,0.4,0,0.0,0,20.032102297402385,30,0.4
Safe PPO,2.0,789,4,-208.97431816207825,21.025681837921898,0,1,23,0.7666666666666667,0,0.0,0,20.032102297402385,30,0.7666666666666667
Safe PPO,2.0,789,5,22.02568183792192,22.02568183792192,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,789,6,22.02568183792192,22.02568183792192,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,789,7,20.02568183792191,20.02568183792191,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,789,8,22.02568183792192,22.02568183792192,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,789,9,21.025681837921898,21.025681837921898,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,789,10,21.025681837921898,21.025681837921898,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,789,11,20.02568183792191,20.02568183792191,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,789,12,21.025681837921898,21.025681837921898,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,789,13,21.025681837921898,21.025681837921898,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,789,14,22.02568183792192,22.02568183792192,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,789,15,21.025681837921898,21.025681837921898,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,789,16,10.025681837921908,20.02568183792191,0,1,1,0.03333333333333333,0,0.0,0,20.032102297402385,30,0.03333333333333333
Safe PPO,2.0,789,17,-248.97431816207825,21.025681837921898,0,1,27,0.9,0,0.0,0,20.032102297402385,30,0.9
Safe PPO,2.0,789,18,21.025681837921898,21.025681837921898,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,789,19,-97.97431816207808,22.02568183792192,0,1,12,0.4,0,0.0,0,20.032102297402385,30,0.4
Safe PPO,2.0,2025,0,21.025681837921898,21.025681837921898,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,2025,1,-47.97431816207808,22.02568183792192,0,1,7,0.23333333333333334,0,0.0,0,20.032102297402385,30,0.23333333333333334
Safe PPO,2.0,2025,2,21.025681837921898,21.025681837921898,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,2025,3,11.025681837921905,21.025681837921898,0,1,1,0.03333333333333333,0,0.0,0,20.032102297402385,30,0.03333333333333333
Safe PPO,2.0,2025,4,20.02568183792191,20.02568183792191,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,2025,5,20.02568183792191,20.02568183792191,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,2025,6,11.025681837921905,21.025681837921898,0,1,1,0.03333333333333333,0,0.0,0,20.032102297402385,30,0.03333333333333333
Safe PPO,2.0,2025,7,11.025681837921905,21.025681837921898,0,1,1,0.03333333333333333,0,0.0,0,20.032102297402385,30,0.03333333333333333
Safe PPO,2.0,2025,8,22.02568183792192,22.02568183792192,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,2025,9,21.025681837921898,21.025681837921898,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,2025,10,-59.97431816207807,20.02568183792191,0,1,8,0.26666666666666666,0,0.0,0,20.032102297402385,30,0.26666666666666666
Safe PPO,2.0,2025,11,20.02568183792191,20.02568183792191,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,2025,12,-167.97431816207822,22.02568183792192,0,1,19,0.6333333333333333,0,0.0,0,20.032102297402385,30,0.6333333333333333
Safe PPO,2.0,2025,13,22.02568183792192,22.02568183792192,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,2025,14,22.02568183792192,22.02568183792192,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,2025,15,21.025681837921898,21.025681837921898,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,2025,16,11.025681837921905,21.025681837921898,0,1,1,0.03333333333333333,0,0.0,0,20.032102297402385,30,0.03333333333333333
Safe PPO,2.0,2025,17,22.02568183792192,22.02568183792192,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,2025,18,21.025681837921898,21.025681837921898,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
Safe PPO,2.0,2025,19,21.025681837921898,21.025681837921898,0,1,0,0.0,0,0.0,0,20.032102297402385,30,0.0
