model,lambda,collision_mean,collision_std,collision_count,success_mean,success_std,success_count,tailgating_rate_mean,tailgating_rate_std,tailgating_rate_count,unsafe_lane_change_rate_mean,unsafe_lane_change_rate_std,unsafe_lane_change_rate_count,lane_changes_mean,lane_changes_std,lane_changes_count,speed_mean,speed_std,speed_count,survival_time_mean,survival_time_std,survival_time_count,safety_violation_score_mean,safety_violation_score_std,safety_violation_score_count,reward_mean,reward_std,reward_count,original_reward_mean,original_reward_std,original_reward_count,collision_sem,collision_ci95,success_sem,success_ci95,tailgating_rate_sem,tailgating_rate_ci95,unsafe_lane_change_rate_sem,unsafe_lane_change_rate_ci95,lane_changes_sem,lane_changes_ci95,speed_sem,speed_ci95,survival_time_sem,survival_time_ci95,safety_violation_score_sem,safety_violation_score_ci95,reward_sem,reward_ci95,original_reward_sem,original_reward_ci95
Baseline PPO,0.0,0.02,0.14070529413628968,100,0.98,0.14070529413628968,100,0.13641666666666666,0.2879200318231228,100,0.0,0.0,100,0.0,0.0,100,20.022177546117465,0.07356674318686018,100,29.82,1.336209020121682,100,0.33641666666666664,1.489300436393837,100,20.858348504588577,1.2877910685119596,100,20.858348504588577,1.2877910685119596,100,0.014070529413628968,0.027578237650712777,0.014070529413628968,0.027578237650712777,0.02879200318231228,0.05643232623733207,0.0,0.0,0.0,0.0,0.007356674318686018,0.014419081664624595,0.1336209020121682,0.26189696794384965,0.1489300436393837,0.29190288553319205,0.12877910685119595,0.2524070494283441,0.12877910685119595,0.2524070494283441
Safe PPO,0.1,0.02,0.14070529413628968,100,0.98,0.14070529413628968,100,0.13641666666666666,0.2879200318231228,100,0.0,0.0,100,0.0,0.0,100,20.022177546117465,0.07356674318686018,100,29.82,1.336209020121682,100,0.33641666666666664,1.489300436393837,100,18.75834850458857,4.771127577563997,100,20.858348504588577,1.2877910685119596,100,0.014070529413628968,0.027578237650712777,0.014070529413628968,0.027578237650712777,0.02879200318231228,0.05643232623733207,0.0,0.0,0.0,0.0,0.007356674318686018,0.014419081664624595,0.1336209020121682,0.26189696794384965,0.1489300436393837,0.29190288553319205,0.4771127577563997,0.9351410052025434,0.12877910685119595,0.2524070494283441
Safe PPO,0.5,0.02,0.14070529413628968,100,0.98,0.14070529413628968,100,0.13641666666666669,0.2879200318231228,100,0.0,0.0,100,0.0,0.0,100,20.022177546117465,0.07356674318686018,100,29.82,1.336209020121682,100,0.33641666666666664,1.489300436393837,100,10.358348504588573,22.27044111036601,100,20.858348504588577,1.2877910685119596,100,0.014070529413628968,0.027578237650712777,0.014070529413628968,0.027578237650712777,0.02879200318231228,0.05643232623733207,0.0,0.0,0.0,0.0,0.007356674318686018,0.014419081664624595,0.1336209020121682,0.26189696794384965,0.1489300436393837,0.29190288553319205,2.227044111036601,4.365006457631738,0.12877910685119595,0.2524070494283441
Safe PPO,1.0,0.02,0.14070529413628968,100,0.98,0.14070529413628968,100,0.13641666666666669,0.2879200318231228,100,0.0,0.0,100,0.0,0.0,100,20.022177546117465,0.07356674318686018,100,29.82,1.336209020121682,100,0.33641666666666664,1.489300436393837,100,-0.1416514954114221,44.29736319053447,100,20.858348504588577,1.2877910685119596,100,0.014070529413628968,0.027578237650712777,0.014070529413628968,0.027578237650712777,0.02879200318231228,0.05643232623733207,0.0,0.0,0.0,0.0,0.007356674318686018,0.014419081664624595,0.1336209020121682,0.26189696794384965,0.1489300436393837,0.29190288553319205,4.429736319053447,8.682283185344756,0.12877910685119595,0.2524070494283441
Safe PPO,2.0,0.02,0.14070529413628968,100,0.98,0.14070529413628968,100,0.13641666666666669,0.2879200318231228,100,0.0,0.0,100,0.0,0.0,100,20.022177546117465,0.07356674318686018,100,29.82,1.336209020121682,100,0.33641666666666664,1.489300436393837,100,-21.14165149541143,88.3783522889564,100,20.858348504588577,1.2877910685119596,100,0.014070529413628968,0.027578237650712777,0.014070529413628968,0.027578237650712777,0.02879200318231228,0.05643232623733207,0.0,0.0,0.0,0.0,0.007356674318686018,0.014419081664624595,0.1336209020121682,0.26189696794384965,0.1489300436393837,0.29190288553319205,8.83783522889564,17.322157048635454,0.12877910685119595,0.2524070494283441
